0,3,18.9676,-13.386
1,0,0.464901,1.68824
1,2,0.040089,-0.154438
2,0,0.135153,1.07553
0,2,-0.327061,0.755178
3,2,8.75522,-12.5851
3,1,-1.10898,-2.16465
0,1,-0.893133,-1.23956
3,2,1.5957,-0.401419
0,3,5.60945,-4.34713
1,0,-1.02293,-1.51216
0,3,-0.525888,1.98282
0,2,2.48367,0.713165
2,3,1.11728,-0.489848
2,3,0.96065,0.334943
0,1,-0.935902,-1.37595
3,0,0.170167,0.232804
0,2,0.472537,0.0771239
2,3,0.796062,0.113288
1,3,-0.540429,-2.96291
0,1,-0.54497,-0.329973
1,0,0.146316,0.48321
1,3,-0.979076,-1.74501
0,1,-1.19397,-0.756772
3,1,3.3545,3.21239
3,0,-1.41116,2.45866
2,0,0.349694,-0.191959
0,2,15.0825,-5.1177
2,3,1.00188,0.385835
1,0,-1.11485,-1.23794
2,0,0.128192,0.268012
2,3,0.840995,0.325836
2,0,0.334654,0.171517
1,0,-1.24604,-1.27981
3,2,1.21737,-0.470134
3,0,-0.0439366,0.453053
1,2,-3.37058,1.10378
2,0,0.40359,-0.042962
1,3,-1.35442,-0.87609
1,2,0.0563185,0.597909
2,3,33.4777,-31.2495
2,1,5.68464,-2.41909
3,2,-0.16338,2.84204
2,3,9.7208,-22.357
3,1,-0.154875,0.758301
0,2,-0.0832483,2.18687
1,0,-0.634738,-0.359418
0,3,0.719514,-2.47848
1,3,-0.21741,-0.875822
2,0,2.4707,-6.36138
0,1,0.0140045,2.96369
3,0,0.234594,-3.58735
1,2,-0.285553,1.22922
2,1,3.32223,-4.62607
3,2,-1.24046,-2.19629
2,3,-2.64878,3.44334
3,1,-1.8297,-4.00234
0,2,-0.139062,1.73843
1,0,-1.01882,0.474519
0,3,-0.279934,-2.02528
1,3,-0.448495,-1.58113
2,0,-17.284,25.004
0,1,-0.450089,2.07598
3,0,-9.87351,-13.0212
1,2,-0.219048,2.28187
2,1,-3.24038,6.51865
3,2,-1.64429,1.40719
2,3,-4.60789,8.03695
3,1,-0.421085,2.41176
0,2,0.114835,1.96585
1,0,-0.571189,2.14239
0,3,-0.644349,-2.52657
1,3,-0.173427,-0.527012
2,0,-1.12532,2.72176
0,1,-3.41642,-6.03984
3,0,1.39208,0.147116
1,2,-0.930749,0.663061
2,1,-1.15315,1.70897
3,2,0.591024,-0.795619
2,3,-0.298214,2.20103
3,1,-0.1668,2.97032
0,2,-12.2706,-16.4007
1,0,-0.395292,-1.63987
0,3,-0.597748,-4.79366
1,3,-0.1622,-3.73746
2,0,-1.74134,-1.00637
0,1,-0.505237,3.39138
3,0,0.510527,3.14137
1,2,-1.71362,1.1706
2,1,-1.33389,0.131041
3,2,-4.34622,-5.56578
2,3,3.13736,3.35901
2,3,0.75711,0.339967
1,0,-1.14359,-1.28446
2,0,0.169396,0.190523
0,1,-0.807537,-1.05788
3,2,1.18801,-0.173717
2,0,0.140623,0.283476
0,3,-0.598646,1.29568
3,2,0.507656,3.3903
1,2,-0.698935,1.66821
0,2,-0.278382,-0.364254
3,1,-1.24394,-2.12125
1,3,-3.25206,-4.03498
2,1,-0.487927,0.51183
0,1,0.226835,0.159623
2,3,-2.5335,-0.83888
3,0,-2.32918,-3.90247
1,0,-1.0968,-1.84208
3,2,0.476828,4.26271
1,2,-1.30733,1.27852
0,2,37.9292,13.9588
2,1,0.135532,2.08923
0,1,-8.56579,14.8544
2,3,-0.0958829,-0.821529
2,3,1.27194,-6.01387
3,1,1.48771,2.88789
3,0,0.0494063,1.45483
0,3,-0.476585,1.48817
1,3,-1.92847,-3.29319
1,0,0.121463,-0.813759
0,2,2.38492,0.608195
0,1,-1.17354,-3.97672
0,3,0.295859,-2.23232
0,1,-2.56851,2.64145
3,2,2.22297,-4.59292
1,3,-0.881314,-1.31141
3,1,0.0167776,2.14525
2,3,0.686415,-0.0146952
0,2,0.0153107,-0.399795
1,3,-0.409898,-0.467673
0,3,46.3831,-26.6418
1,0,-1.25839,-1.42222
3,2,2.03439,0.226001
3,1,-0.974059,-1.57971
1,2,-2.62133,3.94132
2,3,-0.755639,-2.0011
1,3,-0.933535,1.03841
1,0,0.259331,0.0637471
1,2,0.0786453,0.362482
2,3,0.572551,-0.0106807
1,3,-0.923746,-1.52198
3,0,-1.46411,-5.07518
0,1,-0.744282,-0.890725
2,0,0.356149,-0.179298
2,0,0.985484,1.07606
3,0,-9.18055,18.031
0,2,2.08069,0.236589
1,3,-1.95282,-7.09231
3,1,-0.948466,-1.0218
2,3,0.836698,-0.455392
3,2,0.975808,-0.0673964
0,1,-0.610623,-0.451987
1,0,0.0664924,0.649722
3,2,1.27932,-0.470957
0,1,-0.614053,-0.781664
3,0,-0.0384542,0.471269
2,1,39.5881,-23.6018
3,0,0.0713648,0.586186
3,1,-0.842493,-0.894622
1,2,-1.58562,-0.102068
0,3,-0.572473,1.73795
0,1,-0.775203,-0.946207
0,2,3.13724,0.131297
2,0,1.65438,1.13978
1,0,-1.02512,-1.28238
0,3,3.57245,-2.46372
3,2,2.39169,-0.0511811
3,2,0.857524,-0.961048
1,0,0.329265,0.294645
1,3,-0.622452,0.70379
0,2,4.44291,-0.0473655
2,0,-2.07839,4.21649
0,1,-0.754016,-0.996908
2,3,0.8423,0.0571156
3,0,0.540177,0.486601
3,2,1.1812,-0.838654
3,1,-0.719461,-1.10211
2,1,1.0805,-1.06978
1,0,0.3894,0.274295
2,0,-0.149381,0.670356
0,1,-0.597842,-0.746821
2,0,0.59175,-1.44809
2,3,0.939828,0.584227
1,0,-1.24172,-1.32545
2,0,0.653797,-0.650289
3,1,2.56427,2.66099
1,3,0.425392,-0.878043
0,2,1.74128,0.992554
0,3,-0.436244,1.66061
2,3,-1.6393,-1.62964
3,1,0.284871,1.97035
3,2,0.94259,1.18955
1,0,-0.90802,-1.3938
3,2,0.934818,-0.168213
1,0,-1.24873,-1.21868
1,3,-0.924255,0.880369
1,2,0.335944,-0.092743
2,3,0.584533,0.138803
2,0,3.20519,0.410357
1,0,-2.75615,-0.454781
3,0,0.0797828,0.857921
3,1,-0.993668,-1.21498
3,2,1.59052,-0.0480237
0,1,-0.674142,-0.928234
0,3,2.24641,-1.73801
3,2,1.20015,-0.0886154
3,0,-0.00812702,0.63491
3,0,-2.1427,3.61591
0,1,-0.758567,-0.938516
0,2,4.89134,-1.41218
2,1,2.06651,4.07269
0,2,-2.76537,6.05348
0,3,-0.683925,0.878777
1,0,-1.03515,-1.42692
3,2,-1.02048,-0.174702
1,3,0.38569,-4.27352
3,1,-0.426378,0.334099
3,0,-1.92395,-3.13466
0,1,2.06738,-0.24738
3,1,56.9756,-58.1347
0,3,-0.819067,3.12582
2,1,-0.4716,-0.364707
0,2,2.3993,-0.190659
2,3,0.935757,-0.264994
1,3,-1.05033,-1.68862
1,0,-0.658667,-2.67437
3,1,-127.615,-45.0827
1,2,-2.55212,1.86558
0,2,9.51763,-0.796513
0,3,1.44772,-4.18952
2,0,0.0553413,1.09703
0,3,0.927061,-4.54924
3,1,5.33007,-1.31112
2,1,2.06562,7.24962
3,0,-0.0290855,0.532929
1,2,1.11682,-0.378879
2,0,-1.1921,0.0150962
0,2,1.04167,-2.18139
0,3,45.4659,-52.2835
3,0,3.29223,-6.38904
0,1,-0.863834,-1.26305
1,2,50.1629,-55.2705
3,1,-0.464259,-1.2204
0,1,-3.21627,3.76985
1,0,0.952461,-1.61941
2,0,-3.88612,0.215004
2,1,0.718634,-0.665041
3,0,-1.26664,-0.41561
3,2,0.896476,0.202353
2,1,5.20187,0.961887
0,3,3.02358,-4.4648
3,1,-0.76513,-1.1848
3,0,0.618626,-3.16781
0,1,-6.5311,4.60401
1,0,0.171315,-1.20633
0,3,-0.594197,1.68454
2,0,-0.386134,2.37992
1,3,-1.15512,-2.53062
3,2,1.04468,5.59218
3,0,-4.23363,-19.0892
1,2,0.524816,0.36509
