4,1.0,1.57480314961,7,3
12,1.5,2.99667036626,17,5
23,2.0,1.27551020408,3,1
30,2.0,0.199600798403,5,2
46,1.5,3.33333333333,11,4
56,1.5,6.94760820046,9,4
80,1.0,1.71149144254,3,1
88,1.5,1.10544217687,5,2
100,3.0,9.75609756098,15,5
112,2.5,4.20393559928,13,5
121,1.0,1.74621653085,11,5
131,2.0,0.0,3,1
149,1.5,8.59375,17,5
154,2.0,2.1897810219,3,1
166,2.0,3.125,3,1
181,2.5,0.797872340426,3,1
193,1.5,4.61893764434,7,3
205,2.0,6.68337510443,5,2
211,2.0,5.31697341513,5,2
226,2.0,13.1832797428,19,4
242,0.5,3.73197625106,21,6
261,2.0,4.00890868597,9,4
270,2.0,2.48756218905,3,1
292,1.0,20.7137315749,53,6
302,2.0,2.42130750605,3,1
332,3.0,12.1739130435,7,3
581,5.0,3.59848484848,11,3
602,0.5,3.62953692115,13,5
613,1.5,4.3137254902,5,2
646,25.5,2.2633744856,5,2
656,1.5,2.55376344086,7,3
665,0.0,3.69913686806,11,5
669,2.0,4.27553444181,3,1
673,1.5,4.0629095675,15,3
677,4.5,8.31509846827,9,4
713,0.5,14.8705096074,9,4
723,2.0,10.1840490798,7,3
738,1.0,13.0434782609,7,3
751,0.5,9.36073059361,7,3
788,0.5,2.82534246575,13,5
799,3.5,16.3043478261,7,3
812,1.0,3.85064177363,7,3
843,2.0,14.0439932318,5,2
864,2.0,0.25706940874,3,1
876,2.0,3.35731414868,3,1
881,0.5,15.6360424028,9,4
891,10.0,4.84848484848,3,1
917,1.5,1.77570093458,5,2
924,1.5,0.255754475703,3,1
943,2.0,0.0,3,1
955,1.0,1.68674698795,5,2
970,1.0,14.0933572711,11,5
978,0.5,24.9343832021,13,5
990,1.0,3.36048879837,7,3
1025,0.5,1.98735320687,5,2
1038,0.0,9.77443609023,7,3
1054,0.5,13.0841121495,13,4
1091,0.5,7.43801652893,7,3
1104,1.0,2.05032618826,5,2
1108,0.5,5.54455445545,5,2
1115,0.5,2.71226415094,9,4
1133,0.5,1.88205771644,9,4
1226,1.0,14.2156862745,7,3
1243,0.5,1.50273224044,7,3
1255,0.0,3.54295837024,5,2
1282,0.5,2.63396911898,5,2
1294,2.0,0.0,3,1
1316,3.5,7.27883538634,17,3
1324,0.5,8.43621399177,7,3
1344,5.0,7.34312416555,9,4
1357,1.0,12.2621564482,13,5
1371,1.0,1.25,3,1
1376,3.5,19.1268191268,23,6
1392,0.5,8.66290018832,9,3
1401,1.0,5.26315789474,15,5
1415,1.0,1.6592920354,5,2
1445,1.0,1.24688279302,3,1
1452,0.5,10.8651911469,11,3
1463,0.5,6.12648221344,13,5
1475,0.0,3.32446808511,13,4
1494,1.0,2.10526315789,9,3
1506,2.5,2.77008310249,7,3
1519,1.5,20.6349206349,7,3
1533,3.0,6.44216691069,13,5
1541,0.5,12.4087591241,7,3
1554,1.5,21.027479092,5,2
1568,1.5,9.63855421687,13,5
1582,2.0,0.512820512821,3,1
1594,1.0,7.57097791798,5,2
1606,1.0,6.84713375796,5,2
1619,1.0,1.50753768844,3,1
1633,3.0,5.23952095808,13,6
1647,1.5,1.24378109453,3,1
1663,1.5,1.97530864198,3,1
1676,1.0,5.43933054393,13,3
1690,0.5,20.1257861635,11,4
1715,0.0,6.96798493409,11,4
1732,4.5,14.1393442623,13,5
1755,0.5,4.42286947141,11,4
1806,1.5,2.00501253133,3,1
1828,1.5,2.0202020202,15,6
1860,2.5,5.04786771105,9,3
1868,2.0,9.54712362301,17,4
1886,1.5,22.3762376238,11,5
1919,1.0,4.18118466899,13,4
1932,2.0,4.29184549356,5,2
1962,2.5,4.99194847021,9,4
1981,2.5,16.3306451613,13,6
2012,1.0,0.255754475703,3,1
2019,1.0,1.71568627451,3,1
2031,1.5,2.24820143885,5,2
2041,2.0,7.31112916328,5,2
2051,2.0,13.567839196,5,2
