66,2.5,18.9673340358,27,6
176,3.5,33.7078651685,25,6
221,4.0,19.0371991247,35,5
236,4.5,8.58123569794,29,7
253,5.5,12.2601279318,27,5
280,3.0,28.9272030651,23,5
312,4.5,8.67579908676,21,5
692,4.5,13.3333333333,29,6
733,4.0,29.0755116443,21,5
822,3.5,6.10169491525,21,4
853,4.0,10.2635228849,35,6
965,4.0,8.70786516854,15,6
1236,1.5,6.20782726046,29,7
1629,2.5,6.25610948192,25,6
1643,3.5,17.939481268,19,3
1700,2.5,14.598540146,39,4
1725,4.5,8.32177531207,35,5
1816,17.0,34.8228043143,17,4
1880,2.0,15.4155495979,43,5
1972,4.5,16.369047619,43,5
1991,3.0,25.886864813,45,5
2061,4.0,16.6666666667,15,3
