6,2.0,20.5149501661,7,3
14,1.5,3.44370860927,15,5
25,0.0,2.91262135922,5,2
32,0.0,20.9045226131,5,2
48,1.0,20.197044335,7,3
58,2.5,22.9268292683,5,2
82,2.0,23.723487824,7,3
90,0.5,1.97368421053,5,2
123,0.5,2.5974025974,5,2
133,0.0,21.1940298507,5,2
156,3.5,24.0856378234,9,4
183,0.0,21.1211211211,5,2
195,2.5,9.59183673469,11,4
207,1.0,6.70995670996,7,3
213,4.0,8.87918486172,15,3
228,0.5,1.53846153846,9,3
244,1.5,6.01503759398,15,6
263,1.0,29.7514619883,7,3
304,1.5,19.6176226101,7,3
604,24.5,34.459833795,5,2
615,2.0,3.7037037037,7,3
641,2.0,3.65510777882,15,5
679,3.0,6.43127364439,7,3
691,4.5,20.2231520223,11,5
715,0.5,2.44698205546,5,2
753,2.0,1.90972222222,5,2
790,0.5,2.64900662252,5,2
801,1.0,2.29508196721,5,2
814,1.0,29.216152019,17,4
866,1.0,6.4139941691,9,4
883,2.0,7.6561450638,7,3
909,0.0,21.9797349961,7,3
926,3.0,10.3044496487,7,3
934,0.5,3.06946688207,5,2
945,24.5,33.7248322148,3,1
957,0.0,21.2487411883,5,2
972,1.0,21.7348927875,7,3
980,0.0,0.829187396352,5,2
992,25.5,35.1973684211,3,1
1056,1.5,4.49050086356,7,3
1069,0.5,26.2557077626,9,4
1081,0.5,1.89818809318,7,3
1093,24.0,2.22634508349,5,2
1228,3.0,20.0,11,4
1245,0.5,21.1576846307,7,3
1257,24.0,3.34928229665,3,1
1272,0.0,1.47783251232,5,2
1284,1.5,16.7615106053,9,4
1326,0.0,27.3480662983,9,4
1359,5.0,15.3750774954,7,3
1379,1.0,1.41414141414,9,3
1403,1.5,11.79138322,13,4
1417,11.0,26.3746505126,5,2
1454,1.0,3.48148148148,21,6
1465,0.5,24.4875943905,19,4
1477,1.5,21.387755102,9,4
1496,3.5,15.8346333853,13,3
1508,0.5,12.1911037891,7,3
1521,0.5,21.2301587302,5,2
1535,3.5,3.5175879397,7,3
1543,0.5,5.18518518519,7,3
1556,1.0,22.65625,5,2
1570,0.0,27.3062730627,7,3
1584,0.5,2.58064516129,5,2
1596,4.0,4.06779661017,5,2
1608,0.5,22.4289911851,5,2
1621,1.5,28.1183932347,9,4
1635,2.5,12.7142857143,19,6
1649,1.0,8.39243498818,7,3
1665,0.5,21.8934911243,5,2
1678,2.0,14.5251396648,27,6
1692,1.5,21.2574850299,5,2
1717,5.5,5.55555555556,9,3
1734,2.0,3.0,9,3
1757,2.5,23.1588287489,9,4
1767,2.0,27.7777777778,7,3
1790,24.0,1.47783251232,3,1
1801,24.5,34.1098169717,3,1
1830,1.5,25.7953568358,11,5
1843,8.5,14.6853146853,21,4
1862,2.5,3.32167832168,5,2
1870,1.0,29.7336213103,11,5
1888,3.5,8.16831683168,7,3
1921,0.0,1.11902339776,5,2
1934,0.0,20.951417004,5,2
1964,0.5,3.8374717833,7,3
1983,2.5,4.30769230769,9,3
2021,0.0,1.39009556907,13,5
2033,1.5,1.73761946134,7,3
2043,2.5,8.19327731092,7,3
2053,0.5,0.917431192661,5,2
