125,0,47,0,1,0,1,2,LEVEL4,2,3,0.599812,-0.508048
126,0,47,1,0,0,3,4,LEVEL4,1,2,-60.2653,23.3294
127,0,47,0,0,0,0,0,END,0,0,0,0
128,0,48,0,0,0,1,2,LEVEL5,2,3,0.555874,0.439445
129,0,48,1,0,0,3,4,LEVEL5,3,1,-0.235606,-0.239292
130,0,48,3,0,1,5,6,LEVEL5,0,1,-1.83898,0.068963
131,0,48,0,0,0,0,0,END,0,0,0,0
132,0,49,0,1,0,1,2,LEVEL6,1,2,-0.210811,-1.26549
133,0,49,2,1,0,3,4,LEVEL6,0,3,-0.397064,1.72068
134,0,49,0,0,0,0,0,END,0,0,0,0
135,0,50,0,1,0,1,2,LEVEL7,2,1,-1.55114,-2.00227
136,0,50,2,0,0,3,4,LEVEL7,3,1,0.651508,0.166749
137,0,50,0,0,0,0,0,END,0,0,0,0
138,0,51,0,0,0,1,2,LEVEL8,0,1,0.034969,0.296147
139,0,51,1,0,0,3,4,LEVEL8,2,0,3.80556,-10.7591
140,0,51,2,0,0,5,6,LEVEL8,3,2,1.14689,-0.44573
141,0,51,5,1,2,7,8,LEVEL8,3,0,0.255971,-1.13205
142,0,51,0,0,0,0,0,END,0,0,0,0
143,0,52,0,3,0,1,2,LEVEL9,3,2,1.18215,0.441871
144,0,52,2,2,0,3,4,LEVEL9,0,1,-27.4532,13.0494
145,0,52,3,1,2,5,6,LEVEL9,1,2,121.482,-65.5258
146,0,52,0,0,0,0,0,END,0,0,0,0
147,0,53,0,0,0,1,2,LEVEL10,2,3,0.834481,0.119909
148,0,54,0,0,0,1,2,LEVEL1,2,3,-10.1758,14.4616
149,0,54,0,0,0,0,0,END,0,0,0,0
150,0,55,0,1,0,1,2,LEVEL2,0,2,-0.358516,0.365024
151,0,55,0,0,0,0,0,END,0,0,0,0
152,0,56,0,0,0,1,2,LEVEL3,0,3,1.62644,0.8607
153,0,56,1,0,0,3,4,LEVEL3,2,1,1.25484,0.921025
154,0,56,2,0,0,5,6,LEVEL3,2,3,8.11477,0.528955
155,0,56,5,0,2,7,8,LEVEL3,3,1,0.0571957,1.29982
156,0,56,0,0,0,0,0,END,0,0,0,0
157,0,57,0,1,0,1,2,LEVEL4,3,2,1.60715,-0.0698738
158,0,57,2,0,0,3,4,LEVEL4,2,0,0.221235,0.213027
159,0,57,3,1,2,5,6,LEVEL4,1,2,-23.5326,19.8039
160,0,57,0,0,0,0,0,END,0,0,0,0
161,0,58,0,1,0,1,2,LEVEL5,0,3,-0.0741083,0.880024
162,0,58,1,0,0,3,4,LEVEL5,0,1,-0.748916,-0.990891
163,0,58,0,0,0,0,0,END,0,0,0,0
164,0,59,0,2,0,1,2,LEVEL6,2,3,4.05509,3.22789
165,0,59,1,1,0,3,4,LEVEL6,0,1,0.226818,-1.0548
166,0,59,0,0,0,0,0,END,0,0,0,0
167,0,60,0,1,0,1,2,LEVEL7,3,0,-5.24074,8.74283
168,0,60,1,0,0,3,4,LEVEL7,2,1,-2.17704,-2.75543
169,0,60,4,0,1,5,6,LEVEL7,1,2,-7.68283,-0.86056
170,0,60,2,0,0,7,8,LEVEL7,3,2,0.0472213,-0.0250085
171,0,60,0,0,0,0,0,END,0,0,0,0
172,0,61,0,0,0,1,2,LEVEL8,1,3,0.236484,-0.764259
173,0,61,2,0,0,3,4,LEVEL8,3,2,-0.0881931,1.71166
174,0,61,3,0,2,5,6,LEVEL8,2,1,0.198247,1.49954
175,0,61,6,0,3,7,8,LEVEL8,0,3,4.20189,4.17672
176,0,61,0,0,0,0,0,END,0,0,0,0
177,0,62,0,1,0,1,2,LEVEL9,1,3,-0.0879257,0.765668
178,0,62,1,0,0,3,4,LEVEL9,1,2,-11.3044,6.76722
179,0,62,4,0,1,5,6,LEVEL9,0,1,22.3311,-11.4667
180,0,62,0,0,0,0,0,END,0,0,0,0
181,0,63,0,3,0,1,2,LEVEL10,0,1,-0.893133,-1.23956
182,0,63,2,2,0,3,4,LEVEL10,3,2,1.5957,-0.401419
183,0,63,4,1,2,5,6,LEVEL10,0,3,5.60945,-4.34713
184,0,63,0,0,0,0,0,END,0,0,0,0
185,0,64,0,1,0,1,2,LEVEL11,3,1,-0.0263974,-0.678754
186,0,64,1,0,0,3,4,LEVEL11,1,3,0.169117,0.0476593
187,0,64,4,1,1,5,6,LEVEL11,3,0,0.846354,-2.39143
188,0,64,5,1,4,7,8,LEVEL11,0,2,0.00470098,0.509927
189,0,64,2,1,0,9,10,LEVEL11,3,2,0.22127,0.913139
190,0,64,9,0,2,11,12,LEVEL11,2,3,0.18726,0.0381284
191,0,64,12,0,9,13,14,LEVEL11,1,0,-0.53327,2.67935
192,0,64,0,0,0,0,0,END,0,0,0,0
193,0,65,0,3,0,1,2,LEVEL12,1,2,0.00978755,-0.0381043
194,0,65,1,0,0,3,4,LEVEL12,3,0,-0.0298154,0.325546
195,0,65,3,2,1,5,6,LEVEL12,1,3,-4.80335,1.95287
196,0,65,5,0,3,7,8,LEVEL12,0,1,-0.154708,-1.10836
197,0,65,7,0,5,9,10,LEVEL12,2,1,0.0298291,-3.51789
198,0,65,6,1,3,11,12,LEVEL12,0,3,-0.791196,-2.34429
199,0,65,12,1,6,13,14,LEVEL12,3,1,-0.159352,5.16327
200,0,65,13,0,12,15,16,LEVEL12,2,3,6.33954,4.44332
201,0,65,4,2,1,17,18,LEVEL12,3,2,11.2723,7.29898
202,0,65,17,0,4,19,20,LEVEL12,1,3,0.971027,2.07149
203,0,65,19,0,17,21,22,LEVEL12,0,1,-2.53335,4.06817
204,0,65,2,1,0,23,24,LEVEL12,2,1,-4.21291,0.584868
205,0,65,23,1,2,25,26,LEVEL12,0,3,-1.00301,1.41858
206,0,65,25,0,23,27,28,LEVEL12,3,1,-0.000581206,-3.26179
207,0,65,0,0,0,0,0,END,0,0,0,0
208,0,66,0,0,0,1,2,LEVEL13,0,1,-0.629514,1.76902
209,0,66,1,0,0,3,4,LEVEL13,2,3,-5.11741,7.19451
210,0,66,3,0,1,5,6,LEVEL13,2,1,-0.0630952,-0.394845
211,0,66,6,0,3,7,8,LEVEL13,1,0,-2.78837,-1.93682
212,0,66,8,0,6,9,10,LEVEL13,0,3,-5.37456,3.95269
213,0,66,9,0,8,11,12,LEVEL13,3,1,0.552815,-0.565451
214,0,66,11,0,9,13,14,LEVEL13,3,0,-0.478515,0.0132188
215,0,66,14,0,11,15,16,LEVEL13,0,1,-0.977538,0.27067
216,0,66,10,0,8,17,18,LEVEL13,1,2,-52.7158,13.9263
217,0,66,2,0,0,19,20,LEVEL13,0,2,-1.60583,-2.5246
218,0,66,20,0,2,21,22,LEVEL13,2,1,4.65034,-3.44676
219,0,66,22,1,20,23,24,LEVEL13,3,2,0.3174,0.965737
220,0,66,23,1,22,25,26,LEVEL13,1,3,-4.17273,5.31149
221,0,66,0,0,0,0,0,END,0,0,0,0
222,0,67,0,0,0,1,2,LEVEL14,3,1,0.547918,-0.15352
223,0,67,1,0,0,3,4,LEVEL14,0,2,-0.0123331,0.0723903
224,0,67,4,0,1,5,6,LEVEL14,3,2,-0.184979,0.636526
225,0,67,5,0,4,7,8,LEVEL14,2,3,-1.28626,-0.164682
226,0,67,8,0,5,9,10,LEVEL14,2,0,5.15358,-0.582022
227,0,67,2,0,0,11,12,LEVEL14,1,0,0.606524,0.212685
228,0,67,11,0,2,13,14,LEVEL14,0,1,4.05276,1.85695
229,0,67,13,1,11,15,16,LEVEL14,2,1,-1.95574,-1.95929
230,0,67,12,1,2,17,18,LEVEL14,1,2,-0.761586,0.592319
231,0,67,17,1,12,19,20,LEVEL14,0,3,-0.533602,-1.09266
232,0,67,0,0,0,0,0,END,0,0,0,0
233,0,68,0,2,0,1,2,LEVEL15,3,0,-0.984512,-0.174629
234,0,68,1,0,0,3,4,LEVEL15,2,0,0.14894,0.0592668
235,0,68,3,1,1,5,6,LEVEL15,3,1,-0.989892,-0.925582
236,0,68,6,0,3,7,8,LEVEL15,0,3,-11.7265,-19.4263
237,0,68,7,0,6,9,10,LEVEL15,0,1,-0.643301,0.2853
238,0,68,9,1,7,11,12,LEVEL15,1,3,0.609755,-2.53374
239,0,68,12,0,9,13,14,LEVEL15,1,2,0.715187,0.667131
240,0,68,14,0,12,15,16,LEVEL15,3,2,0.328263,2.29168
241,0,68,4,1,1,17,18,LEVEL15,2,1,-0.00183109,-1.03037
242,0,68,2,0,0,19,20,LEVEL15,3,0,-1.99992,1.096
243,0,68,19,1,2,21,22,LEVEL15,0,2,1.16635,-3.00963
244,0,68,22,0,19,23,24,LEVEL15,2,0,0.473074,-0.251636
245,0,68,23,0,22,25,26,LEVEL15,3,1,0.653049,-0.759278
246,0,68,26,0,23,27,28,LEVEL15,1,0,3.44695,0.840111
247,0,68,24,0,22,29,30,LEVEL15,0,3,0.240428,-0.819044
248,0,68,30,0,24,31,32,LEVEL15,0,1,1.1174,-2.18668
249,0,68,32,0,30,33,34,LEVEL15,1,3,0.0857416,0.145783
250,0,68,20,0,2,35,36,LEVEL15,1,2,0.559334,0.700408
251,0,68,35,0,20,37,38,LEVEL15,3,2,0.101057,0.1465
252,0,68,38,0,35,39,40,LEVEL15,2,1,-0.84752,1.88658
253,0,68,40,0,38,41,42,LEVEL15,3,0,-0.44405,0.548402
254,0,68,36,1,20,43,44,LEVEL15,2,3,-0.187679,2.12884
255,0,68,43,1,36,45,46,LEVEL15,0,2,1.2714,2.32482
256,0,68,45,0,43,47,48,LEVEL15,2,0,-0.157125,1.61979
257,0,68,48,0,45,49,50,LEVEL15,3,1,0.94656,-0.364105
258,0,68,0,0,0,0,0,END,0,0,0,0
259,0,75,0,0,0,1,2,LEVEL1,3,0,0.921804,-3.75397
260,0,75,0,0,0,0,0,END,0,0,0,0
261,0,76,0,1,0,1,2,LEVEL2,3,0,0.932024,-2.35255
262,0,76,0,0,0,0,0,END,0,0,0,0
263,0,78,0,1,0,1,2,LEVEL1,2,0,-0.971348,-0.0285087
264,0,78,0,0,0,0,0,END,0,0,0,0
265,0,79,0,1,0,1,2,LEVEL2,0,2,-0.421834,0.48806
266,0,79,0,0,0,0,0,END,0,0,0,0
267,0,80,0,0,0,1,2,LEVEL3,1,2,0.900005,-0.696386
268,0,80,0,0,0,0,0,END,0,0,0,0
269,0,81,0,1,0,1,2,LEVEL4,1,2,-1.13658,4.63935
270,0,81,0,0,0,0,0,END,0,0,0,0
271,0,82,0,0,0,1,2,LEVEL5,2,3,0.790418,0.0528002
272,0,82,1,0,0,3,4,LEVEL5,1,3,-1.11537,-1.74248
273,0,82,3,0,1,5,6,LEVEL5,2,0,-0.27793,2.12529
274,0,82,0,0,0,0,0,END,0,0,0,0
275,0,83,0,1,0,1,2,LEVEL6,0,2,0.0907873,-0.506508
276,0,83,2,1,0,3,4,LEVEL6,1,3,1.48638,-0.389299
277,0,86,0,0,0,1,2,LEVEL1,0,2,-0.510242,-0.221509
278,0,86,0,0,0,0,0,END,0,0,0,0
279,0,87,0,0,0,1,2,LEVEL2,2,0,-1.43921,1.37532
280,0,87,0,0,0,0,0,END,0,0,0,0
281,0,88,0,0,0,1,2,LEVEL3,2,1,1.40138,0.420009
282,0,88,2,0,0,3,4,LEVEL3,1,2,0.889613,-0.982697
283,0,88,0,0,0,0,0,END,0,0,0,0
284,0,89,0,1,0,1,2,LEVEL4,3,1,-3.50326,5.01549
285,0,89,1,1,0,3,4,LEVEL4,1,3,-20.8623,8.13294
286,0,89,0,0,0,0,0,END,0,0,0,0
287,0,90,0,1,0,1,2,LEVEL5,3,2,1.19419,-0.310851
288,0,90,2,0,0,3,4,LEVEL5,0,1,-0.583156,-0.949698
289,0,90,0,0,0,0,0,END,0,0,0,0
290,0,91,0,2,0,1,2,LEVEL6,3,2,0.186237,-0.932933
291,0,91,2,1,0,3,4,LEVEL6,1,2,-7.71451,8.98894
292,0,91,0,0,0,0,0,END,0,0,0,0
293,0,92,0,0,0,1,2,LEVEL7,2,3,3.11036,1.181
294,0,92,1,0,0,3,4,LEVEL7,1,2,-7.77499,-0.170849
295,0,92,0,0,0,0,0,END,0,0,0,0
296,0,93,0,0,0,1,2,LEVEL8,1,3,0.269,-1.13135
297,0,93,2,0,0,3,4,LEVEL8,2,3,9.15771,-12.2864
298,0,93,4,0,2,5,6,LEVEL8,0,1,0.0247333,0.502399
299,0,93,6,0,4,7,8,LEVEL8,0,2,-1.7116,-3.28823
300,0,93,0,0,0,0,0,END,0,0,0,0
301,0,94,0,3,0,1,2,LEVEL9,1,2,-0.00286465,-0.519475
302,0,94,2,2,0,3,4,LEVEL9,0,1,-0.565581,-1.15215
303,0,94,4,1,2,5,6,LEVEL9,3,0,0.0376928,0.534998
304,0,94,0,0,0,0,0,END,0,0,0,0
305,0,95,0,3,0,1,2,LEVEL10,1,0,-1.02293,-1.51216
306,0,95,2,2,0,3,4,LEVEL10,0,3,-0.525888,1.98282
307,0,95,3,2,2,5,6,LEVEL10,0,2,2.48367,0.713165
308,0,95,5,0,3,7,8,LEVEL10,2,3,1.11728,-0.489848
309,0,95,0,0,0,0,0,END,0,0,0,0
310,0,96,0,3,0,1,2,LEVEL11,2,1,-7.92212,11.0655
311,0,96,1,1,0,3,4,LEVEL11,3,1,-0.0279987,-0.461417
312,0,96,3,0,1,5,6,LEVEL11,2,3,0.0984652,0.181749
313,0,96,6,0,3,7,8,LEVEL11,3,0,-0.0710456,0.363968
314,0,96,4,0,1,9,10,LEVEL11,0,3,-1.39457,4.82525
315,0,96,9,1,4,11,12,LEVEL11,1,3,-0.143684,0.00495934
316,0,96,0,0,0,0,0,END,0,0,0,0
317,0,97,0,1,0,1,2,LEVEL12,0,2,-0.0343383,0.0535721
318,0,98,0,0,0,1,2,LEVEL1,2,1,0.762848,0.629837
319,0,98,0,0,0,0,0,END,0,0,0,0
320,0,99,0,1,0,1,2,LEVEL2,0,2,-0.561122,1.09722
321,0,99,0,0,0,0,0,END,0,0,0,0
322,0,100,0,1,0,1,2,LEVEL3,0,2,-0.14933,0.445523
323,0,100,1,0,0,3,4,LEVEL3,3,2,-0.0478646,-0.00642909
324,0,100,4,1,1,5,6,LEVEL3,2,0,-0.514958,-0.696536
325,0,100,6,1,4,7,8,LEVEL3,0,3,-4.20224,2.35201
326,0,100,7,1,6,9,10,LEVEL3,1,3,-0.125551,1.55751
327,0,100,10,0,7,11,12,LEVEL3,2,1,-0.316787,0.987549
328,0,100,2,0,0,13,14,LEVEL3,1,2,0.548101,-0.201142
329,0,100,0,0,0,0,0,END,0,0,0,0
330,0,101,0,1,0,1,2,LEVEL4,2,0,0.0840085,-0.0526752
331,0,101,1,0,0,3,4,LEVEL4,0,1,-0.783354,-2.13726
332,0,101,2,0,0,5,6,LEVEL4,3,0,-1.43256,5.40231
333,0,101,0,0,0,0,0,END,0,0,0,0
334,0,110,0,1,0,1,2,LEVEL1,1,0,0.813704,-0.295198
335,0,110,0,0,0,0,0,END,0,0,0,0
336,0,111,0,0,0,1,2,LEVEL2,2,0,-0.810865,0.280509
337,0,111,0,0,0,0,0,END,0,0,0,0
338,0,112,0,1,0,1,2,LEVEL3,0,2,-0.43655,0.375567
339,0,112,1,0,0,3,4,LEVEL3,2,0,-1.13906,-0.183501
340,0,112,4,0,1,5,6,LEVEL3,3,2,0.396278,-0.372303
341,0,112,5,0,4,7,8,LEVEL3,3,0,4.16258,-8.90156
342,0,112,6,1,4,9,10,LEVEL3,2,1,2.37977,0.212603
343,0,112,2,1,0,11,12,LEVEL3,1,3,-3.07251,8.18967
344,0,112,0,0,0,0,0,END,0,0,0,0
345,0,113,0,1,0,1,2,LEVEL4,3,1,-0.0967884,-0.258684
346,0,113,2,1,0,3,4,LEVEL4,1,0,0.198169,-0.192695
347,0,113,4,1,2,5,6,LEVEL4,1,3,0.309188,-0.92727
348,0,113,0,0,0,0,0,END,0,0,0,0
349,0,114,0,1,0,1,2,LEVEL5,1,2,-0.79904,2.07247
350,0,114,1,0,0,3,4,LEVEL5,3,2,1.28648,-1.12167
351,0,114,4,1,1,5,6,LEVEL5,0,2,0.0101769,0.488833
352,0,119,0,1,0,1,2,LEVEL1,1,2,0.7724,0.448042
353,0,119,0,0,0,0,0,END,0,0,0,0
354,0,120,0,0,0,1,2,LEVEL2,2,0,-0.937482,0.423231
355,0,120,0,0,0,0,0,END,0,0,0,0
356,0,121,0,1,0,1,2,LEVEL3,2,1,1.1583,0.309968
357,0,121,2,0,0,3,4,LEVEL3,2,1,0.713012,0.460699
358,0,121,3,0,2,5,6,LEVEL3,0,3,-0.786517,1.98835
359,0,121,4,0,2,7,8,LEVEL3,3,0,1.86575,-2.17675
360,0,121,8,1,4,9,10,LEVEL3,1,2,0.320448,-0.0988932
361,0,121,0,0,0,0,0,END,0,0,0,0
362,0,122,0,0,0,1,2,LEVEL4,1,0,-0.183572,0.252611
363,0,122,1,0,0,3,4,LEVEL4,0,1,-0.751109,-2.78625
364,0,122,2,0,0,5,6,LEVEL4,2,0,19.7939,-12.7063
365,0,122,0,0,0,0,0,END,0,0,0,0
366,0,123,0,0,0,1,2,LEVEL5,3,2,1.25148,-0.0142622
367,0,123,2,0,0,3,4,LEVEL5,1,0,-1.31394,-1.14129
368,0,123,0,0,0,0,0,END,0,0,0,0
369,0,124,0,2,0,1,2,LEVEL6,3,0,29.0447,10.8719
370,0,124,1,0,0,3,4,LEVEL6,2,1,-2.97295,-2.67387
371,0,124,0,0,0,0,0,END,0,0,0,0
372,0,125,0,2,0,1,2,LEVEL7,2,1,-1.77092,-2.01364
373,0,125,2,1,0,3,4,LEVEL7,1,0,6.13966,3.72414
374,0,125,0,0,0,0,0,END,0,0,0,0
375,0,126,0,0,0,1,2,LEVEL8,3,2,0.30408,0.419105
376,0,126,1,0,0,3,4,LEVEL8,1,2,5.98748,-10.6303
377,0,126,3,1,1,5,6,LEVEL8,1,0,-0.711771,3.22415
378,0,126,2,0,0,7,8,LEVEL8,2,0,0.812528,-2.79741
379,0,126,0,0,0,0,0,END,0,0,0,0
380,0,127,0,2,0,1,2,LEVEL9,2,0,0.513796,-0.866288
381,0,127,1,0,0,3,4,LEVEL9,1,2,-13.489,6.27841
382,0,127,2,1,0,5,6,LEVEL9,3,2,0.813961,0.527652
383,0,127,0,0,0,0,0,END,0,0,0,0
384,0,128,0,0,0,1,2,LEVEL10,3,2,1.35685,-0.102623
385,0,128,2,0,0,3,4,LEVEL10,0,1,-0.877944,-1.26689
386,0,129,0,0,0,1,2,LEVEL1,3,0,0.931688,-3.67298
387,0,129,0,0,0,0,0,END,0,0,0,0
388,0,130,0,0,0,1,2,LEVEL2,2,1,1.36887,0.789625
389,0,130,0,0,0,0,0,END,0,0,0,0
390,0,131,0,1,0,1,2,LEVEL3,2,1,1.19904,0.394297
391,0,131,0,0,0,0,0,END,0,0,0,0
392,0,132,0,0,0,1,2,LEVEL4,3,0,-0.187886,-0.504121
393,0,132,1,0,0,3,4,LEVEL4,1,2,6.32534,-5.79538
394,0,132,2,0,0,5,6,LEVEL4,2,1,1.86799,2.03728
395,0,132,0,0,0,0,0,END,0,0,0,0
396,0,133,0,1,0,1,2,LEVEL5,2,3,0.731527,0.190337
