0,2,-0.686325,0.0722314
2,1,0.949797,0.0124427
1,0,-309.11,375.757
1,0,0.693096,-0.232132
2,0,-0.775948,-0.75224
1,2,0.650384,-0.636581
1,3,0.882109,1.1204
2,3,-4.6386,7.0279
2,1,0.920223,0.600427
0,2,-0.380727,-0.0250058
3,0,0.608276,-0.197168
1,2,1.20764,-1.1518
0,3,0.764435,0.722036
2,1,0.819016,0.569219
2,0,-2.02762,0.698168
0,2,-0.221168,-0.209825
3,0,0.511825,-1.29016
2,1,0.187822,1.20129
1,2,5.79116,-7.72331
0,3,1.62644,0.8607
2,1,1.25484,0.921025
2,3,8.11477,0.528955
3,1,0.0571957,1.29982
1,2,0.900005,-0.696386
2,1,1.40138,0.420009
1,2,0.889613,-0.982697
0,2,-0.14933,0.445523
3,2,-0.0478646,-0.00642909
2,0,-0.514958,-0.696536
0,3,-4.20224,2.35201
1,3,-0.125551,1.55751
2,1,-0.316787,0.987549
1,2,0.548101,-0.201142
0,2,-0.43655,0.375567
2,0,-1.13906,-0.183501
3,2,0.396278,-0.372303
3,0,4.16258,-8.90156
2,1,2.37977,0.212603
1,3,-3.07251,8.18967
2,1,1.1583,0.309968
2,1,0.713012,0.460699
0,3,-0.786517,1.98835
3,0,1.86575,-2.17675
1,2,0.320448,-0.0988932
2,1,1.19904,0.394297
1,0,0.759371,0.157273
0,3,1.0201,1.03278
0,2,0.0906717,-0.577523
3,1,1.58029,-1.97192
0,2,-0.067634,-0.627931
2,3,2.49534,1.43369
1,3,0.202854,2.0051
2,0,-27.5725,-10.6423
1,2,0.898409,-0.615913
1,2,0.972234,-0.485459
2,1,1.65467,0.0930593
3,2,0,-0.0695877
1,2,1.0918,-0.791465
0,3,0.712804,1.19204
1,0,0.835136,0.239813
1,2,0.91841,-0.761815
3,2,0.0374358,0.0617469
1,2,5.44388,-8.71003
3,2,0.0697625,0.256057
0,1,3.10103,-0.328593
3,0,-0.17057,1.47433
2,1,26.1233,11.9664
0,3,4.08891,2.89216
3,1,5.6128,-11.2808
2,0,-0.117896,-0.0872479
2,3,-0.058439,1.05664
1,0,1.49324,-3.25746
1,2,-0.63437,-0.0217171
2,3,-3.59046,0.00398326
0,2,-0.107999,0.744283
2,0,-1.98441,0.0348755
3,0,-1.23187,2.24798
3,2,0.374095,-0.359913
0,3,1.02478,0.847323
1,3,-0.1227,1.53553
0,1,-0.0577036,1.56197
2,1,-1.10144,3.18035
0,1,0.569641,-0.203571
2,1,-3.16616,-4.25385
3,0,1.27584,-1.53773
1,2,-0.0225568,-0.637798
2,1,0.868554,0.92275
0,3,0.781526,0.608952
2,1,3.33769,7.01303
0,1,3.09722,1.67413
3,1,4.3703,-6.12101
3,0,3.90056,-6.53188
2,0,2.4023,2.84945
