2,3,0.0393838,-0.211292
0,2,-0.0177138,-0.277382
2,3,0.0768889,-0.604266
2,1,-2.74179,-1.41772
2,1,-0.710165,2.64797
2,0,-67.6288,23.2858
1,0,6.0382,-1.36017
1,2,-0.634875,-3.27068
1,2,-0.210811,-1.26549
0,3,-0.397064,1.72068
2,3,4.05509,3.22789
0,1,0.226818,-1.0548
3,2,0.186237,-0.932933
1,2,-7.71451,8.98894
3,0,29.0447,10.8719
2,1,-2.97295,-2.67387
3,2,0.341662,-0.135619
0,3,-0.462955,1.79471
2,0,4.92611,4.47936
1,2,-5.56353,1.85256
3,2,0.329445,-1.54395
1,0,3.80493,3.33409
3,1,0.72986,-0.970386
2,0,-11.0192,8.07393
2,0,3.20805,4.53481
1,0,12.6904,12.5173
0,1,0.240002,-0.185717
0,2,0.07279,-0.17337
3,1,1.19434,-1.64676
1,2,1.69475,5.18871
2,1,-0.789319,-4.33989
0,1,0.00941204,0.536728
3,1,-1.04226,0.951124
1,0,-7.60514,-34.2653
3,2,0.135023,0.594947
1,2,0.0101376,-0.923278
2,0,2.53597,4.35914
2,1,-0.3063,0.482204
2,0,-4.94598,6.73755
3,0,-8.28411,4.6123
2,1,-1.78107,-4.91407
0,1,0.285066,-0.330443
2,1,-3.74085,-2.83283
3,2,0.187534,-0.735554
1,2,-5.5231,5.61828
3,2,0.0343358,-0.41911
1,0,-12.9063,10.4673
2,3,0.120749,-1.05471
1,2,-0.183716,1.1245
2,1,-0.453161,2.42682
2,3,-0.0174701,0.403786
1,2,-0.502003,-2.09433
3,1,0.570978,-1.06595
1,2,-0.655148,-2.60723
2,0,6.41649,5.67424
3,0,-1.54602,4.80897
3,0,-70.8182,-7.46897
3,2,-0.310645,0.872196
2,3,-35.7943,-19.9563
0,1,0.0819085,0.792973
3,0,2.29522,-2.61912
2,3,6.50677,0.660353
3,2,-0.249582,0.251183
1,3,1.25488,-0.276724
2,3,-3.24365,6.39613
2,0,2.51703,1.5224
3,0,-1.16403,3.16673
0,2,0.059055,-1.39581
3,0,-7.02409,4.29457
2,1,-1.59225,-3.1372
2,1,-1.56568,-4.13342
2,3,-0.0502643,0.0886025
1,2,-1.46223,3.39779
0,2,-0.0893586,0.931152
1,3,1.10445,2.90752
1,2,-0.173593,0.71149
1,2,-0.502549,-2.69204
2,1,-0.141996,0.112544
2,3,0.125734,0.142818
3,2,-0.270323,1.09029
2,0,-48.1671,49.9869
0,3,-0.808335,3.9232
1,2,-0.375495,-2.21401
0,1,-0.331071,1.47564
0,2,0.206387,-0.13005
1,2,-4.12116,5.65676
2,1,-2.06969,-1.44604
2,3,0.09011,-0.655544
0,2,-0.0483953,0.551028
1,0,4.79701,-1.14745
1,2,-0.778224,-2.10345
0,2,0.0399379,-0.547184
3,2,-6.43381,2.81641
0,2,0.135138,-0.930057
1,3,1.97535,-1.04364
2,0,-16.2503,7.31901
1,2,-0.418096,-0.8726
3,2,3.71546,2.96496
1,2,-0.556594,-2.92037
3,0,4.65883,4.64032
1,2,-0.957536,-4.57561
3,1,0.551155,1.03731
0,3,-0.895465,7.42209
2,3,15.7472,-4.2843
