1,2,0.00978755,-0.0381043
3,0,-0.0298154,0.325546
1,3,-4.80335,1.95287
0,1,-0.154708,-1.10836
2,1,0.0298291,-3.51789
0,3,-0.791196,-2.34429
3,1,-0.159352,5.16327
2,3,6.33954,4.44332
3,2,11.2723,7.29898
1,3,0.971027,2.07149
0,1,-2.53335,4.06817
2,1,-4.21291,0.584868
0,3,-1.00301,1.41858
3,1,-0.000581206,-3.26179
2,1,-26.8369,0.726531
1,3,-16.4981,4.74344
1,0,0.347105,0.581087
3,0,-3.08506,-10.0186
0,3,0.778539,-1.3873
3,1,-1.18444,-2.77084
3,2,-0.888137,-3.73753
2,0,0.607339,2.5528
1,0,-0.844308,2.49282
0,1,-0.737865,1.15818
0,3,-0.257762,-0.752172
2,1,-0.124365,3.04566
3,1,1.79626,0.738545
0,2,0.208102,-0.0922282
1,3,0.622436,-0.0367242
2,3,0.893788,3.07866
1,2,-0.117539,0.567018
3,1,0.159442,-0.880155
0,1,-1.19431,-1.58575
2,0,1.6239,-1.38728
1,3,0.0738564,0.508836
2,3,-0.0404516,-0.788595
3,0,9.43066,16.115
0,3,-2.38393,0.705576
3,1,1.63896,2.92358
2,1,-0.662278,2.77374
3,2,0.663507,-1.77846
0,1,1.2605,0.0879765
1,0,0.777218,2.01236
3,0,0.462028,1.57923
2,3,-21.5077,19.5508
1,2,2.0707,-1.41146
3,2,-0.263825,-2.29083
2,0,2.42958,6.09315
0,2,0.0161129,-2.88707
0,1,2.28632,8.99551
3,1,-0.231546,0.83857
1,3,0.362532,0.659835
2,1,0.241737,3.30215
1,0,-3.53418,7.13428
0,3,0.587786,0.658836
3,0,-1.37438,-2.30995
2,3,0.407217,0.241452
1,2,-1.52566,3.39061
3,2,0.0207887,-1.41278
2,0,0.109897,-0.19823
0,2,0.330555,-0.549644
0,1,2.17067,2.80355
3,1,-0.974288,6.05904
1,3,0.350904,-0.099286
2,1,0.269946,-2.87881
1,0,-0.878741,2.80296
0,3,-0.711568,-2.42869
3,0,-3.0061,-5.7366
